sym,side,open,close,p0,p_exit,vwap_entry,peak,bal0,size_pct,build_s,dur,open_fills,close_fills,adds,adds_worse,pre5,pre30,mae,mfe,pnl,fee,net,ret,day_pnl_before,prev_same_net,prev_same_gap,hour,date
SKHYNIX-USDT-SWAP,long,2026-07-20 10:48:03,2026-07-20 10:52:43,1209.45,1212.7,241.89,63.37518,5001.88321465,1.2670263834705424,0.0,4.666666666666667,1,2,0,0,-0.06114742313190202,0.1648087721332292,0.0,0.2736781181528647,0.85348,-0.31730263999999997,0.53617736,0.8460368238796324,1.8832146399999998,1.8832146399999998,1.2666666666666666,10,2026-07-20
SKHYNIX-USDT-SWAP,long,2026-07-20 11:11:45,2026-07-20 11:55:54,1203.68,1216.67,240.73600000000002,299.234848,5002.41939201,5.981802494967655,0.0,44.15,3,32,2,0,,-0.5379320602549975,0.0,1.0966369799282338,16.202560000000005,-1.1608656700000004,15.041694330000006,5.026718789784806,2.4193919999999984,0.53617736,19.033333333333335,11,2026-07-20
YB-USDT-SWAP,short,2026-07-20 13:00:44,2026-07-20 13:08:43,0.08717,0.08746,0.029259775636796565,503.82407667,5017.461086400001,10.041414731359499,66.0,7.983333333333333,12,76,11,5,,,-1.3995640702076484,-0.0,6.123819569999998,-1.09891266,5.024906909999999,0.9973534697293287,17.461086330000008,,,13,2026-07-20
SKHYNIX-USDT-SWAP,long,2026-07-20 14:27:22,2026-07-20 14:41:52,1192.26,1194.05,238.452,300.44952,5022.4859938,5.982087762333025,3.0,14.5,3,2,2,0,,,0.0,0.15013503765957115,2.2554,-1.23118234,1.02421766,0.34089508946461283,22.485993240000003,15.041694330000006,151.46666666666667,14,2026-07-20
LAB-USDT-SWAP,short,2026-07-21 08:23:22,2026-07-21 08:36:43,0.1328,0.1316,0.2655999999999999,251.68256,5023.51021146,5.010093528342856,3.0,13.35,23,18,22,0,,,-0.0,0.9036144578313254,10.912,-1.0871028800000002,9.824897120000001,3.903686103637853,0.0,3.1104974999999997,5225.05,8,2026-07-21
SKHYNIX-USDT-SWAP,long,2026-07-21 09:02:31,2026-07-21 09:07:31,1211.69,1224.75,242.338,301.226134,5033.33510858,5.98462306804328,0.0,5.0,2,15,1,0,,,0.0,1.0836104944333957,16.24842,-1.5142548999999996,14.7341651,4.891396674101324,9.824897120000001,1.02421766,1100.65,9,2026-07-21
SKHYNIX-USDT-SWAP,short,2026-07-21 09:17:06,2026-07-21 09:18:20,1233.13,1227.26,246.626,301.870224,5048.0692737,5.979914451109408,0.0,1.2333333333333334,2,2,1,0,,1.7694294745355776,-0.0,0.47602442564855796,7.184880000000001,-1.05295334,6.13192666,2.0313121906319584,24.55906222,14.7341651,9.583333333333334,9,2026-07-21
NIGHT-USDT-SWAP,short,2026-07-21 11:28:25,2026-07-21 11:37:50,0.017905,0.017875,0.3580610426540285,302.20352,5054.20120036,5.979253852784386,0.0,9.416666666666666,6,21,5,0,,,-0.0,0.20664618821559788,2.78879987,-1.0735061199999998,1.7152937500000003,0.5675955561338266,30.69098888,,,11,2026-07-21
SKHYNIX-USDT-SWAP,long,2026-07-21 11:40:34,2026-07-21 11:54:07,1272.81,1279.84,254.5733198653198,302.433104,5055.916494239999,5.981766200936067,0.0,13.55,6,1,5,0,,,0.0,0.5523212419764167,8.28439999,-1.5163077299999999,6.768092260000001,2.2378807645342955,32.40628263,6.13192666,142.23333333333332,11,2026-07-21
LA-USDT-SWAP,long,2026-07-21 12:18:19,2026-07-21 12:19:17,0.05693,0.05738,0.11386,303.20918,5062.68458652,5.989098764069373,0.0,0.9666666666666667,3,18,2,0,,,0.0,0.8255752678728134,12.260499999999997,-1.06736238,11.193137619999996,3.691556311058918,39.17437489,,,12,2026-07-21
LA-USDT-SWAP,short,2026-07-21 12:33:06,2026-07-21 12:38:09,0.05699,0.05778,0.11541665137361115,2088.00264,5073.87772414,41.15200943976054,270.0,5.05,70,124,69,67,,0.10539258738802015,-1.8424284962274218,-0.0,-5.234300690000001,-7.943226789999998,-13.177527479999998,-0.6311068399798574,50.36751251,11.193137619999996,13.816666666666666,12,2026-07-21
LA-USDT-SWAP,long,2026-07-21 12:38:58,2026-07-21 12:39:49,0.05795,0.05845,0.11589999999999999,308.294,5060.70019735,6.091923804564356,1.0,0.85,2,31,1,0,0.7125477928397572,1.7916739855963426,0.0,0.9145815358067244,13.407200000000001,-1.09216505,12.315034950000001,3.994574967401247,37.18998503,-13.177527479999998,0.8166666666666667,12,2026-07-21
LA-USDT-SWAP,long,2026-07-21 12:47:04,2026-07-21 12:47:22,0.05921,0.05967,0.11842000000000001,314.9972,5073.015232299999,6.209269745424889,3.0,0.3,5,19,4,0,,4.004918320744766,0.0,0.8275629116703431,12.6247,-1.14113121,11.483568790000001,3.6456097990712304,49.50501998000001,12.315034950000001,7.25,12,2026-07-21
LA-USDT-SWAP,short,2026-07-21 12:50:36,2026-07-21 13:06:29,0.05764,0.06028,0.1179439274777093,4352.01298,5084.49880109,85.59374581949018,492.0,15.883333333333333,163,280,162,152,-2.651579125147785,1.140550973855059,-4.614850798056902,0.0520471894517649,-460.8083016599999,-17.00042841,-477.8087300699999,-10.979028147797479,60.98858876999998,11.483568790000001,3.2333333333333334,12,2026-07-21
LA-USDT-SWAP,long,2026-07-21 13:06:38,2026-07-21 13:10:21,0.06048,0.0623,0.06048000000000001,1608.768,4606.6900726799995,34.92242748303836,3.0,3.716666666666667,11,253,10,0,0.6322795341098253,4.818024263431542,0.0,3.224206349206349,492.8917000000003,-13.910994650000013,478.9807053500003,29.773137292014777,-416.82014129999993,-477.8087300699999,0.15,13,2026-07-21
LA-USDT-SWAP,long,2026-07-21 13:12:14,2026-07-21 13:17:21,0.06228,0.06159,0.06138252822913799,445.75992,5085.670778029999,8.765017230876886,208.0,5.116666666666666,18,65,17,17,-0.2242870874719638,5.184934977199807,-2.2800256904303207,0.0,11.11499963,-3.182698169999998,7.9323014600000015,1.7795008263641114,62.160564050000346,478.9807053500003,1.8833333333333333,13,2026-07-21
LA-USDT-SWAP,long,2026-07-21 13:32:10,2026-07-21 13:32:30,0.06193,0.06216,0.12386000000000001,304.6956,5093.6030798599995,5.981926648441848,2.0,0.3333333333333333,5,28,4,0,,3.0449251247920195,0.0,0.4359761020507058,6.1079,-1.0784064700000002,5.02949353,1.650661686614444,70.09286551000035,7.9323014600000015,14.816666666666666,13,2026-07-21
LA-USDT-SWAP,long,2026-07-21 13:39:16,2026-07-21 13:41:29,0.06227,0.06271,0.12454,305.123,5098.63257339,5.984408478313402,3.0,2.216666666666667,6,40,5,0,,-0.24030759371996835,0.0,0.8029548739360903,11.245500000000003,-1.0735532500000005,10.171946750000004,3.333720089930947,75.12235904000035,5.02949353,6.766666666666667,13,2026-07-21
LA-USDT-SWAP,long,2026-07-21 13:47:21,2026-07-21 14:03:17,0.06535,0.06492,0.12951564739647398,1579.44332,5108.80452014,30.916104027341362,743.0,15.933333333333334,77,123,76,72,,6.1048871570060115,-1.4231063504208108,0.0,23.367099420000017,-6.1220658,17.245033620000015,1.0918425119554158,85.29430579000035,10.171946750000004,5.866666666666666,13,2026-07-21
LA-USDT-SWAP,short,2026-07-21 15:26:36,2026-07-21 15:26:56,0.0583,0.05782,0.11656180919802357,306.67412,5126.04955434,5.982660072810895,0.0,0.3333333333333333,14,11,13,0,,,-0.0,1.046312178387654,12.858999939999999,-1.5269411000000004,11.332058839999998,3.695146770128499,102.53933941000037,17.245033620000015,83.31666666666666,15,2026-07-21
LA-USDT-SWAP,long,2026-07-21 15:51:02,2026-07-21 15:54:31,0.05889,0.05878,0.1172474,117.2474,5137.381613240001,2.282240425703073,159.0,3.4833333333333334,11,22,10,6,,1.0120068610634636,-0.7301749023603366,0.0,1.68989978,-0.56220238,1.1276974,0.9618101552784966,113.87139825000037,11.332058839999998,24.1,15,2026-07-21
LA-USDT-SWAP,long,2026-07-21 19:38:30,2026-07-21 19:38:44,0.06073,0.06054,0.12146,308.5084,5138.5093108599995,6.003850170086914,0.0,0.23333333333333334,7,36,6,0,,,-0.31286020088918676,0.0,-4.5613,-1.1607595800000001,-5.72205958,-1.8547500100483487,114.99909565000036,1.1276974,223.98333333333332,19,2026-07-21
LA-USDT-SWAP,short,2026-07-21 19:39:42,2026-07-21 19:40:48,0.05876,0.05856,0.11748716634799233,307.22894,5132.7872512799995,5.98561609822001,0.0,1.1,13,33,12,0,-3.243866293429931,-3.243866293429931,-0.0,0.42545949625595325,5.442799860000001,-1.5327185400000003,3.9100813200000006,1.2726930347121599,109.27703607000036,-5.72205958,0.9666666666666667,19,2026-07-21
LA-USDT-SWAP,short,2026-07-22 08:08:10,2026-07-22 08:14:33,0.05503,0.05498,0.1105795207373272,719.87268,5136.69733274,14.014309844804654,161.0,6.383333333333334,9,26,8,5,,,-0.9449391241141081,0.16354715609667725,20.966199859999993,-2.60014093,18.366058929999994,2.5512926716429902,0.0,3.9100813200000006,747.3666666666667,8,2026-07-22
LA-USDT-SWAP,short,2026-07-22 08:29:11,2026-07-22 08:29:15,0.05425,0.05372,0.1085,257.0365,5155.06339181,4.98609775407149,2.0,0.06666666666666667,4,31,3,0,,-1.4174086861711843,-0.0,1.400921658986165,14.6437,-0.9386896500000003,13.70501035,5.331931593372926,18.366058929999994,18.366058929999994,14.633333333333333,8,2026-07-22
LA-USDT-SWAP,long,2026-07-22 10:00:39,2026-07-22 10:29:46,0.05448,0.054,0.10764713370193515,1713.31178,5168.76840216,33.14738921720726,1028.0,29.116666666666667,54,64,53,49,,,-2.2209985315712277,0.0,31.058099679999998,-5.625482950000001,25.432616729999996,1.484412646132626,32.07106927999999,13.70501035,91.4,10,2026-07-22
LAB-USDT-SWAP,long,2026-07-22 11:52:11,2026-07-22 11:52:13,0.1751,0.1759,0.3502,310.87254,5194.20101921,5.984992472379929,0.0,0.03333333333333333,1,17,0,0,,,0.0,1.0850942318674894,7.371600000000001,-1.09173969,6.279860310000001,2.0200755943255717,57.50368600999999,9.824897120000001,1635.4666666666667,11,2026-07-22
LAB-USDT-SWAP,long,2026-07-22 12:00:55,2026-07-22 12:01:10,0.1809,0.183,0.36198170646557737,259.2151,5200.48087952,4.984444823570342,0.0,0.25,16,13,15,0,,3.3123929183323852,0.0,1.2161415146489718,14.39209995,-1.19901555,13.1930844,5.0896280347865535,63.783546319999985,6.279860310000001,8.7,12,2026-07-22
LAB-USDT-SWAP,long,2026-07-22 12:05:09,2026-07-22 12:05:29,0.1807,0.182,0.3614,311.85206,5213.67396397,5.981426191110297,0.0,0.3333333333333333,6,15,5,0,-0.11055831951354289,3.19817247287264,0.0,0.7747648035417942,11.836600000000004,-1.4179984500000002,10.418601550000004,3.340879502287079,76.97663071999999,13.1930844,3.9833333333333334,12,2026-07-22
LAB-USDT-SWAP,long,2026-07-22 12:08:13,2026-07-22 12:10:34,0.1865,0.1871,0.3710974179243259,518.8313,5224.09256552,9.931510467949686,102.0,2.35,12,16,11,5,3.209739900387376,6.510565391205025,-1.0187667560321745,0.37533512064342744,22.39169993,-2.60535235,19.78634758,3.813637993698529,87.39523227,10.418601550000004,2.7333333333333334,12,2026-07-22
LAB-USDT-SWAP,short,2026-07-22 12:38:55,2026-07-22 12:39:02,0.1818,0.1794,0.3636000000000001,261.93744,5243.87891317,4.995108474799909,1.0,0.11666666666666667,8,4,7,0,,-1.5167930660888396,-0.0,1.4301430143014215,17.9847,-1.13751117,16.84718883,6.431760511212143,107.18157984999999,19.78634758,28.35,12,2026-07-22
SKHYNIX-USDT-SWAP,short,2026-07-22 13:37:40,2026-07-22 13:42:30,1263.38,1255.97,252.676,314.834296,5260.726102,5.9846167600382705,0.0,4.833333333333333,4,2,3,0,,,-0.0,0.5865218699045438,9.232859999999999,-1.12800374,8.104856259999998,2.5743244503451423,124.02876868000001,6.768092260000001,1543.55,13,2026-07-22
UB-USDT-SWAP,short,2026-07-22 20:17:12,2026-07-22 20:18:04,0.11972,0.11907,2.3935100917431194,260.8926,5268.83095826,4.951622135285931,0.0,0.8666666666666667,6,12,5,0,,,-0.0,0.7350484463748641,6.69499994,-1.3011155,5.39388444,2.0674731441213736,132.13362494,,,20,2026-07-22
SNDK-USDT-SWAP,long,2026-07-22 21:41:42,2026-07-22 21:42:12,1547.2,1553.28,309.44569882352937,263.028844,5274.224842760001,4.987061641125582,0.0,0.5,4,15,3,0,,,0.0,0.4117114788004139,5.187749910000001,-1.3177381099999996,3.8700118000000012,1.4713260116825824,137.52750937999997,5.022045100000001,12965.433333333332,21,2026-07-22
LAB-USDT-SWAP,short,2026-07-22 22:38:39,2026-07-22 22:41:07,0.1556,0.1545,0.3112,263.24408,5278.09485466,4.987482931792772,0.0,2.466666666666667,5,16,4,0,,,-0.0,0.8997429305912519,9.3074,-1.3115667,7.995833299999999,3.0374218861825875,141.39752118,16.84718883,599.6166666666667,22,2026-07-22
ZAMA-USDT-SWAP,short,2026-07-23 08:37:31,2026-07-23 08:49:14,0.04784,0.0481,0.09641955178679588,955.13208,5286.09068796,18.068779678250337,236.0,11.716666666666667,14,1,13,10,,,-1.4841137123745796,-0.0,10.8744,-4.17481671,6.69958329,0.7014300357286711,0.0,,,8,2026-07-23
O-USDT-SWAP,long,2026-07-23 10:23:45,2026-07-23 10:25:31,0.7577,0.7629,1.515567901234568,368.283,5292.790271250001,6.958201272407917,0.0,1.7666666666666666,8,10,7,0,,,0.0,0.7258809555232837,12.863999910000002,-1.5386646,11.325335310000002,3.075171894982935,6.699583289999998,13.740793199999997,8576.833333333334,10,2026-07-23
O-USDT-SWAP,long,2026-07-23 10:29:58,2026-07-23 10:30:06,0.7678,0.7733,1.5355999999999999,370.0796,5304.11560665,6.977215947857833,0.0,0.13333333333333333,5,13,4,0,0.6027253668763111,1.3329813910518684,0.0,0.7684292784579272,13.776,-1.3021665999999998,12.4738334,3.370581193883694,18.024918600000003,11.325335310000002,4.45,10,2026-07-23
O-USDT-SWAP,short,2026-07-23 10:36:50,2026-07-23 10:37:18,0.7441,0.7398,1.486832128514056,370.2212,5316.58944005,6.963509298105936,0.0,0.4666666666666667,18,10,17,0,,-1.7949056354757853,-0.0,0.6316355328584877,9.50899995,-1.8463515,7.66264845,2.0697486934837874,30.498752000000003,12.4738334,6.733333333333333,10,2026-07-23
O-USDT-SWAP,long,2026-07-23 10:40:46,2026-07-23 10:40:50,0.7572,0.7656,1.5144000000000002,371.028,5324.25208855,6.968640737314249,0.0,0.06666666666666667,1,19,0,0,1.7605160596694036,-0.06598917777485003,0.0,1.188589540412055,20.966,-1.309081,19.656919000000002,5.2979610703235345,38.16140045,7.66264845,3.466666666666667,10,2026-07-23
O-USDT-SWAP,long,2026-07-23 10:41:38,2026-07-23 10:42:31,0.7953,0.7917,1.5781391167192427,1000.5402,5343.90900755,18.723002180359234,28.0,0.8833333333333333,12,34,11,8,6.88079559199033,4.962386168668331,-1.408273607443733,0.07544322897019562,19.018999919999988,-3.5660463999999994,15.452953519999989,1.5444610341493514,57.81831945000001,19.656919000000002,0.8,10,2026-07-23
O-USDT-SWAP,long,2026-07-23 10:50:32,2026-07-23 10:52:04,0.7267,0.7332,1.4534,319.748,5359.361961150001,5.9661579553284945,0.0,1.5333333333333334,2,6,1,0,,-4.091329022040391,0.0,0.9494977294619567,15.004000000000001,-1.1353404,13.8686596,4.337371805296671,73.27127297,15.452953519999989,8.016666666666667,10,2026-07-23
O-USDT-SWAP,short,2026-07-23 10:52:41,2026-07-23 10:52:51,0.7205,0.7164,1.4409999999999998,317.02,5373.23062075,5.899988710251005,2.0,0.16666666666666666,3,13,2,0,-0.8531718728498672,-4.90959482644846,-0.0,0.6106870229007688,9.32,-1.1200405,8.1999595,2.586574821777806,87.13993256999998,13.8686596,0.6166666666666667,10,2026-07-23
O-USDT-SWAP,short,2026-07-23 11:02:02,2026-07-23 11:02:02,0.7048,0.7007,1.4088781818181817,309.9532,5381.43058025,5.759680355954731,0.0,0.0,16,10,15,0,,-5.281548179008199,-0.0,1.163450624290574,9.18099994,-1.5451755000000003,7.6358244399999995,2.463541089428985,95.33989207,8.1999595,9.183333333333334,11,2026-07-23
O-USDT-SWAP,short,2026-07-23 11:29:23,2026-07-23 11:30:20,0.6605,0.6594,1.3235727272727278,582.372,5389.06640475,10.806547113368078,24.0,0.95,23,29,22,9,,-6.285471055618618,-0.43906131718396413,0.2573807721423016,11.43299985,-2.6435789999999995,8.78942085,1.5092450959180732,102.97571651,7.6358244399999995,27.35,11,2026-07-23
O-USDT-SWAP,short,2026-07-23 15:34:03,2026-07-23 15:34:08,0.6073,0.6075,1.2146000000000001,268.4266,5397.85582575,4.9728375241053,0.0,0.08333333333333333,2,22,1,0,,,-0.032932652725192746,-0.0,-0.3570000000000001,-0.9396715999999999,-1.2966716,-0.483063750015833,111.76513735999998,8.78942085,243.71666666666667,15,2026-07-23
SNDK-USDT-SWAP,long,2026-07-23 21:34:46,2026-07-23 21:35:19,1596.79,1604.4,319.3814085510688,268.919146,5396.549471779999,4.983168363530255,0.0,0.55,13,4,12,0,,,0.0,0.485348730891344,6.31502998,-1.3477532500000002,4.96727673,1.8471264704968233,110.46846576,3.8700118000000012,1432.5666666666666,21,2026-07-23
SNDK-USDT-SWAP,long,2026-07-23 21:54:31,2026-07-23 22:04:44,1631.28,1624.8,323.0392006060607,1066.029362,5401.516748530001,19.735741119197957,219.0,10.216666666666667,26,7,25,20,,2.15995841657326,-1.5779020155951118,0.0,31.83276995,-5.3460632200000004,26.486706729999998,2.4846132455777514,115.43574248999998,4.96727673,19.2,21,2026-07-23
UB-USDT-SWAP,short,2026-07-24 08:36:43,2026-07-24 08:47:35,0.12574,0.12512,2.516559259259259,407.6826,5428.845428760001,7.509563595976585,210.0,10.866666666666667,5,21,4,3,,,-1.1054557022427192,0.5487513917607711,11.836999919999998,-1.4551463000000004,10.381853619999998,2.546553034149605,0.0,5.39388444,2178.65,8,2026-07-24
SKHYNIX-USDT-SWAP,long,2026-07-24 09:26:18,2026-07-24 14:08:30,1265.48,1206.74,244.7620583333334,4343.171474,5439.2272824599995,79.8490529712837,16162.0,282.2,86,11,85,85,,,-4.706514524133132,0.0,-257.04294007,-27.04086316000001,-284.08380323,-6.540929938655239,10.381853620000015,8.104856259999998,2623.8,9,2026-07-24
RE-USDT-SWAP,long,2026-07-24 09:41:08,2026-07-24 09:53:06,0.61192,0.61266,1.22017,719.9003,5186.207900830001,13.881053628505466,284.0,11.966666666666667,6,56,5,3,,,-0.5997516015165516,0.16995685710550212,15.88519944,-2.527593649999999,13.357605790000001,1.8554799588220756,-273.70194961,,,9,2026-07-24
LA-USDT-SWAP,long,2026-07-24 10:10:44,2026-07-24 10:22:24,0.06867,0.06935,0.13734,246.79998,4949.37421208,4.986488582690559,1.0,11.666666666666666,3,18,2,0,,,0.0,1.0921799912625652,12.898799999999996,-0.8941464899999999,12.004653509999995,4.86412256192241,-260.34434381999995,25.432616729999996,2860.9666666666667,10,2026-07-24
SKHYNIX-USDT-SWAP,short,2026-07-24 14:08:37,2026-07-24 14:19:22,1207.43,1206.86,120.743,5154.639413,5180.50573924,99.5006988208878,1.0,10.75,5,161,4,0,0.049717027253226576,-0.9881260865286845,-0.0,0.09772823269258435,33.39491000000001,-37.433193150000015,-4.038283150000005,-0.07834268949667857,-248.33969030999998,-284.08380323,0.11666666666666667,14,2026-07-24
SKHYNIX-USDT-SWAP,long,2026-07-24 14:20:12,2026-07-24 14:22:52,1208.64,1204.79,120.86399999999999,5150.61936,5176.46745633,99.50066147332981,0.0,2.6666666666666665,13,1,12,0,0.19813471502592161,-0.8889034670515272,-0.31853984643898103,0.0,-164.06775,-35.97230166,-200.04005166,-3.8838057654487597,-252.37797346,-4.038283150000005,0.8333333333333334,14,2026-07-24
SKHYNIX-USDT-SWAP,short,2026-07-24 14:23:02,2026-07-24 14:30:25,1204.59,1210.0,60.224038734632046,4927.8921935,4976.42740469,99.02469769489134,0.0,7.383333333333334,39,255,38,0,-0.1376165803108842,-0.9611273719867142,-0.44911546667332214,0.018263475539392893,-426.99293138000036,-98.7713407099999,-525.7642720900003,-10.669151260725531,-452.41802512000004,-200.04005166,0.16666666666666666,14,2026-07-24
SKHYNIX-USDT-SWAP,long,2026-07-24 14:30:59,2026-07-24 14:50:08,1208.16,1210.51,60.408,4406.582376,4450.66313435,99.00956875370353,1.0,19.15,12,128,11,0,-0.08435468664714785,0.11020607707796781,0.0,0.2474837769831817,187.85474999999994,-68.29165997,119.56309002999994,2.713283897316616,-978.1822972100003,-525.7642720900003,0.5666666666666667,14,2026-07-24
SKHYNIX-USDT-SWAP,short,2026-07-24 14:50:53,2026-07-24 14:55:44,1211.43,1214.31,60.57149999999999,4524.933336,4570.22622456,99.0089574052899,0.0,4.85,2,61,1,0,0.023118523717124972,0.5511333925414474,-0.2377355687080529,-0.0,-204.97305999999995,-63.451553319999995,-268.42461331999993,-5.932123047746043,-858.6192071800003,119.56309002999994,0.75,14,2026-07-24
SKHYNIX-USDT-SWAP,long,2026-07-24 14:55:48,2026-07-24 15:41:22,1214.17,1220.49,60.7184218772275,4259.154421,4301.80161133,99.00862024372123,60.0,45.56666666666667,22,48,21,0,0.226178978562519,0.4126763591855598,0.0,0.5501700750306648,445.78887977000005,-62.70139280999998,383.0874869600001,8.994449345888135,-1127.0438205000005,-268.42461331999993,0.06666666666666667,14,2026-07-24
SKHYNIX-USDT-SWAP,short,2026-07-24 15:43:06,2026-07-24 15:51:38,1220.52,1222.0,60.98327866449297,4638.4491585,4684.889098600001,99.00872914763599,65.0,8.533333333333333,11,57,10,0,-0.0270303477085565,-0.0270303477085565,-0.1212597909088009,0.0811129682430467,-170.54299033,-72.13492781999999,-242.67791814999998,-5.231876212446794,-743.9563335400002,383.0874869600001,1.7333333333333334,15,2026-07-24
SKHYNIX-USDT-SWAP,long,2026-07-24 15:51:57,2026-07-24 16:04:16,1221.88,1218.25,61.154746795941065,4399.4724845,4442.21118083,99.0378958903522,144.0,12.316666666666666,52,162,51,0,0.02128321409278211,0.08436744890856218,-0.29708318329133565,0.21360526401936752,-332.21477085999993,-84.92428833999999,-417.1390591999999,-9.481569907975178,-986.6342516900003,-242.67791814999998,0.31666666666666665,15,2026-07-24
SKHYNIX-USDT-SWAP,short,2026-07-24 16:04:27,2026-07-24 16:17:26,1218.6,1221.97,60.92197790502173,3840.887019,3875.71695301,99.1013292654679,15.0,12.983333333333333,11,118,10,0,-0.02461235540243134,-0.18429782528566196,-0.2765468570490759,0.015591662563585462,-212.02158063,-57.96716945999999,-269.98875009,-7.029333296044031,-1403.7733108900002,-417.1390591999999,0.18333333333333332,16,2026-07-24
RE-USDT-SWAP,long,2026-07-24 16:18:13,2026-07-24 16:50:43,0.66616,0.65335,0.4534825581395349,343.9134,3605.72820367,9.537973484800002,63.0,32.5,8,47,7,0,,,-1.9229614507025317,0.14110724150355747,-67.42610034999998,-2.6095493300000014,-70.03564967999999,-20.364327089319577,-1673.7620609800001,13.357605790000001,385.1166666666667,16,2026-07-24
ETH-USDT-SWAP,short,2026-07-24 16:24:39,2026-07-24 17:40:16,1887.26,1885.15,3.774987166652075,3449.4322734,3260.89110829,105.78189086506696,1585.0,75.61666666666666,3,141,2,1,,,-0.15949047825949414,0.12345940675899669,225.13894916999982,-172.35904440000016,52.77990476999966,1.530104103710264,-1743.7977106600001,-3.36947,23963.633333333335,16,2026-07-24
BEAT-USDT-SWAP,long,2026-07-24 17:41:51,2026-07-24 17:51:25,3.5811,3.6934,3.5811,2578.392,3588.4724601499997,71.8520771340188,0.0,9.566666666666666,15,142,14,0,,,0.0,3.3062466839797855,826.2072000000001,-18.4833342,807.7238658000001,31.32665109882439,-1691.0178058900005,2.7778536000000003,15651.3,17,2026-07-24
BEAT-USDT-SWAP,long,2026-07-24 17:52:02,2026-07-24 17:55:57,3.6541,3.4954,3.5961495636998255,1648.47496,4396.19632595,37.49775573646092,84.0,3.9166666666666665,10,82,9,4,-1.227192863900528,2.0384797967105017,-4.343066692208753,0.005473303959924181,-452.4714003399999,-11.520284349999992,-463.9916846899999,-28.146723241097938,-883.2939400900004,807.7238658000001,0.6166666666666667,17,2026-07-24
BEAT-USDT-SWAP,short,2026-07-24 17:56:13,2026-07-24 17:57:05,3.4999,3.4486,3.4995162777777775,2519.65172,3932.2046416,64.07732937761762,2.0,0.8666666666666667,4,194,3,0,-5.395323692390875,-2.2674597190807444,-0.0,1.9600560016000412,436.8386988200005,-17.726783899999994,419.1119149200005,16.63372408151713,-1347.2856247800003,-463.9916846899999,0.26666666666666666,17,2026-07-24
BEAT-USDT-SWAP,short,2026-07-24 17:57:50,2026-07-24 18:01:11,3.3877,3.3704,3.385409930555556,2437.49515,4351.3165577,56.01741720414846,0.0,3.35,13,136,12,0,-4.77569147740049,-5.400575242243999,-0.0,0.6700711397113035,125.71159952000005,-17.042287739999985,108.66931178000007,4.458237046338331,-928.1737098599997,419.1119149200005,0.75,17,2026-07-24
BEAT-USDT-SWAP,short,2026-07-24 18:05:07,2026-07-24 18:05:46,3.2538,3.2695,3.2682597916666665,470.62941,4459.98586996,10.5522623551321,25.0,0.65,10,67,9,9,-3.304606240713226,-9.139649828265062,-0.8974122564386233,-0.0,0.4223997699999997,-3.3434394000000007,-2.921039630000001,-0.6206666153736549,-819.5043980799996,108.66931178000007,3.933333333333333,18,2026-07-24
BEAT-USDT-SWAP,short,2026-07-24 18:07:47,2026-07-24 18:08:32,3.176,3.1704,3.175204305555555,228.61471,4457.06483056,5.129265978643531,0.0,0.75,5,9,4,0,-2.3910504640727748,-11.31216665270448,-0.0,0.195214105793462,3.7845999499999996,-1.6022218400000001,2.1823781099999993,0.9546096618192237,-822.4254377099995,-2.921039630000001,2.0166666666666666,18,2026-07-24
BEAT-USDT-SWAP,short,2026-07-24 18:09:14,2026-07-24 18:09:20,3.1695,3.147,3.1687333333333334,228.1488,4459.24720872,5.116307513830091,0.0,0.1,5,21,4,0,-2.5908168910197205,-11.493675127754043,-0.0,0.7698375138034508,15.998899899999998,-1.61946887,14.379431029999997,6.302654684135966,-820.2430595999996,2.1823781099999993,0.7,18,2026-07-24
BEAT-USDT-SWAP,short,2026-07-24 18:10:44,2026-07-24 18:11:16,3.1492,3.1127,3.1491999999999996,226.7424,4473.626639849999,5.068424753649149,0.0,0.5333333333333333,2,10,1,0,-3.558522692472599,-12.060540057524227,-0.0,1.2003048393242621,26.6621,-1.57386575,25.08823425,11.06464174763961,-805.8636285699996,14.379431029999997,1.4,18,2026-07-24
BEAT-USDT-SWAP,short,2026-07-24 18:19:31,2026-07-24 18:19:42,2.9848,2.9694,2.9848,214.9056,4498.7148741,4.777044245174427,0.0,0.18333333333333332,1,16,0,0,,-19.31882686849574,-0.0,0.569552398820683,11.708699999999999,-1.49848485,10.210215149999998,4.751023309769498,-780.7753943199996,25.08823425,8.25,18,2026-07-24
BEAT-USDT-SWAP,short,2026-07-24 18:26:07,2026-07-24 18:27:25,2.8598,2.8749,2.889950138888889,624.22923,4508.9250892499995,13.8443025254126,35.0,1.3,22,93,21,20,,-18.289093974113545,-2.2973634519896535,-0.0,36.132099679999996,-4.974601450000001,31.157498229999995,4.99135521577546,-770.5651791699996,10.210215149999998,6.416666666666667,18,2026-07-24
BEAT-USDT-SWAP,long,2026-07-24 18:34:49,2026-07-24 18:37:57,3.0197,2.9989,2.97745732638889,857.50771,4540.0825878000005,18.88749143692394,133.0,3.1333333333333333,28,75,27,23,,-7.194664699735698,-2.9373778852203825,0.0,70.37949959000001,-6.9867178500000024,63.392781740000004,7.392677756798245,-739.4076809399996,31.157498229999995,7.4,18,2026-07-24
